126415614616154112,TaidonSpeaks,Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is,?,?,Tue Oct 18 22:53:25 CET 2011,0,en,?,0,0.0
126402758403305474,floraltheory,Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY,?,?,Tue Oct 18 22:02:20 CET 2011,0,en,?,0,0.0
126397179614068736,EnjoyJourney,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!,?,?,Tue Oct 18 21:40:10 CET 2011,0,en,?,0,0.0
126379685453119488,Jacque_Isaacs,The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace,?,?,Tue Oct 18 20:30:39 CET 2011,0,en,?,0,0.0
126377656416612353,Dario_Cotroneo,Great up close & personal event @Apple tonight in Regent St store!,?,?,Tue Oct 18 20:22:35 CET 2011,0,en,?,0,0.0
126373779483004928,fastcustomer,From which companies do you experience the best customer service aside from @zappos and @apple?,?,?,Tue Oct 18 20:07:11 CET 2011,0,en,?,0,0.0
126366353757179904,LuisTheDude,"Just apply for a job at @Apple, hope they call me lol",?,?,Tue Oct 18 19:37:41 CET 2011,0,en,?,0,0.0
126365858481188864,GrahamOfLegend,Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol,?,?,Tue Oct 18 19:35:43 CET 2011,0,en,?,0,0.0
126360935509135362,DavidWRankine,"RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",?,?,Tue Oct 18 19:16:09 CET 2011,0,en,?,1,0.0
126360398885687296,52novels,Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple,?,?,Tue Oct 18 19:14:01 CET 2011,0,en,?,0,0.0
126358340220616704,PhillipRowntree,"Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",?,?,Tue Oct 18 19:05:50 CET 2011,0,en,?,1,0.0
126357982685569024,KriziaBajos,你好 ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps  ,?,?,Tue Oct 18 19:04:25 CET 2011,0,en,?,0,0.0
126352268705538048,Ringalls86,"Come to the dark side 📱“@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.”",?,?,Tue Oct 18 18:41:43 CET 2011,0,en,?,0,0.0
126349695676203009,coinboy_uk,Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards,?,?,Tue Oct 18 18:31:29 CET 2011,0,en,?,0,0.0
126342268603998208,bdevit,"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.",?,?,Tue Oct 18 18:01:58 CET 2011,0,en,"Westminster, England",0,0.0
126325800080392193,BidMyWay,@DailyDealChat @apple Thanks!!,?,?,Tue Oct 18 16:56:32 CET 2011,0,en,?,0,0.0
126324177501302784,Creative_Class,iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes,?,?,Tue Oct 18 16:50:05 CET 2011,1,en,?,0,0.0
126322063332999169,IamDJEZ,@apple @siri is efffing amazing!!,?,?,Tue Oct 18 16:41:41 CET 2011,0,en,?,0,0.0
126318009647235072,iamjamesmartin,"RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",?,?,Tue Oct 18 16:25:35 CET 2011,0,en,?,2,0.0
126315223060709376,TripLingo,"We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",?,?,Tue Oct 18 16:14:30 CET 2011,0,en,?,2,0.0
126315011600678913,BenJ075,"When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered

",?,?,Tue Oct 18 16:13:40 CET 2011,0,en,?,0,0.0
126314687116750849,BooglieBear,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16,?,?,Tue Oct 18 16:12:22 CET 2011,0,en,?,0,0.0
126311981564178432,DJ_BMONEY,---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?,?,?,Tue Oct 18 16:01:37 CET 2011,0,en,?,0,0.0
126307801046847488,BirchCollective,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...,?,?,Tue Oct 18 15:45:01 CET 2011,0,en,?,1,0.0
126302673820594176,VolkerDR,I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!,?,?,Tue Oct 18 15:24:38 CET 2011,0,en,?,1,0.0
126301956951117826,gadgetrelief,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN,?,?,Tue Oct 18 15:21:47 CET 2011,0,en,?,0,0.0
126284506360578049,AsimRang,"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app.",?,?,Tue Oct 18 14:12:27 CET 2011,0,en,?,0,0.0
126263834968211456,Jbgud,NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad,?,?,Tue Oct 18 00:50:18 CET 2011,0,en,?,0,0.0
126256230397259776,jilive,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA,?,?,Tue Oct 18 00:20:05 CET 2011,0,en,?,0,0.0
126195522691280896,Notre4Dame,@bkad5161 than apologize to @apple ;),?,?,Tue Oct 18 08:18:51 CET 2011,0,en,?,0,0.0
126183339945234432,castlefordmedia,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX,?,?,Tue Oct 18 07:30:27 CET 2011,0,en,?,0,0.0
126180209501286400,RedShoeAgent,"Lmfao look at the argument I had with Siri !!
@ijustine @apple http://t.co/D4VjL7SI",?,?,Tue Oct 18 07:18:01 CET 2011,0,en,?,0,0.0
126164430546403328,InstantLoyalty,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s,?,?,Tue Oct 18 06:15:18 CET 2011,0,en,?,0,0.0
126140794078892033,iustinianus,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now,?,?,Tue Oct 18 04:41:23 CET 2011,0,en,?,0,0.0
126134400466419712,AdamWylde,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -,?,?,Tue Oct 18 04:15:59 CET 2011,0,en,?,0,0.0
126130991365500928,itsduragdaddy,you are so blessed. @apple,?,?,Tue Oct 18 04:02:26 CET 2011,0,en,?,0,0.0
126116898051076096,dickdog75,"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple",?,?,Tue Oct 18 03:06:26 CET 2011,0,en,?,0,0.0
126116614495154176,michjmurphy,Well at least the @apple store has amazing call waiting music! #need4s,?,?,Tue Oct 18 03:05:18 CET 2011,0,en,?,0,0.0
126112836219973632,subigya,#sweet... #apple replaced my glass #probono. thank you @apple,?,?,Tue Oct 18 02:50:17 CET 2011,0,en,?,0,0.0
126107965991297024,BrucePeck,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad,?,?,Tue Oct 18 02:30:56 CET 2011,0,en,?,0,0.0
126104732426186752,queencityreport,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology",?,?,Tue Oct 18 02:18:05 CET 2011,0,en,?,0,0.0
126097426493878272,Nayelisequoia,I'm loving this new IOS5 update :) @apple,?,?,Tue Oct 18 01:49:03 CET 2011,0,en,?,0,0.0
126095744531832832,OrlandoShopBuzz,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...,?,?,Tue Oct 18 01:42:22 CET 2011,0,en,?,0,0.0
126084907343691776,lenz72,Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.,?,?,Tue Oct 18 00:59:19 CET 2011,0,en,?,0,0.0
126076743613284354,shaneborek,Thank you @apple. My new gf(iphone4s) is great!  She does everything!,?,?,Tue Oct 18 00:26:52 CET 2011,0,en,?,0,0.0
126076238375817216,ChrstphrWlk,#iCloud set up was flawless and works like a champ! To the Cloud @Apple,?,?,Tue Oct 18 00:24:52 CET 2011,0,en,?,0,0.0
126075534894571520,chascouponmom,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,?,?,Tue Oct 18 00:22:04 CET 2011,0,en,?,0,0.0
126064519943426048,LilMrDaEbRiAn,@apple loving the new IOS5 upgrade for the iPhone!,?,?,Mon Oct 17 23:38:18 CET 2011,0,en,?,0,0.0
126059405941809152,calebpeavy,Is it just me or is #iOS5 faster for the iPad? @apple,?,?,Mon Oct 17 23:17:59 CET 2011,0,en,?,0,0.0
126057030996852737,_tHawley,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,?,?,Mon Oct 17 23:08:32 CET 2011,0,en,?,0,0.0
126049183865114624,tycoffey,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!,?,?,Mon Oct 17 22:37:21 CET 2011,0,en,?,0,0.0
126040074595999746,ColinHornett,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1,?,?,Mon Oct 17 22:01:10 CET 2011,0,en,?,0,0.0
126034495991328768,seanlemoine,So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.,?,?,Mon Oct 17 21:39:00 CET 2011,0,en,?,0,0.0
126026756623831041,conormbutts,@Apple Safari Reader owns the worldwide web,?,?,Mon Oct 17 21:08:14 CET 2011,0,en,?,0,0.0
126019393460244481,Enormandeau,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out,-71.08179426,42.34884082,Mon Oct 17 20:38:59 CET 2011,0,en,"Boston, MA",0,0.0
126009748020658177,KenTheTech,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp,?,?,Mon Oct 17 20:00:39 CET 2011,0,en,?,0,0.0
126008369562652672,JustDanceAlex,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)",?,?,Mon Oct 17 19:55:11 CET 2011,0,en,?,0,0.0
126002597063696384,TREVORGODINHO,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone,?,?,Mon Oct 17 19:32:14 CET 2011,0,en,?,0,0.0
125999676972470272,selfautomated,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w",?,?,Mon Oct 17 19:20:38 CET 2011,0,en,?,0,0.0
125978568726560768,littleBigCode,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!",?,?,Mon Oct 17 17:56:46 CET 2011,0,en,?,0,0.0
125974505385500672,ekyle,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear,?,?,Mon Oct 17 17:40:37 CET 2011,0,en,?,0,0.0
125960325437722624,smudgysmudge,@iancollinsuk @apple I like what you did there...!,?,?,Mon Oct 17 16:44:16 CET 2011,0,en,?,0,0.0
